id,trade_id,user_id,question_id,dimension,used
166,3988,253,157,0,FALSE
167,3990,253,239,1,TRUE
168,4007,1100,157,0,FALSE
169,4071,7,128,0,FALSE
170,4072,7,128,1,TRUE
171,4084,1331,157,0,FALSE
172,4134,840,233,1,TRUE
173,4244,1062,274,1,TRUE
174,4282,1062,288,0,FALSE
175,4285,1339,128,0,FALSE
176,4286,1339,128,0,FALSE
177,4288,1339,157,1,TRUE
178,4289,1339,157,1,TRUE
179,4297,1339,153,1,TRUE
180,4298,1339,153,1,TRUE
181,4434,30,353,0,FALSE
182,4569,4,353,0,FALSE
183,4608,7,104,5,TRUE
184,4610,7,365,2,TRUE
185,4611,7,365,2,TRUE
186,4612,7,365,0,FALSE
187,4613,7,365,0,FALSE
188,4614,7,365,0,FALSE
189,4615,7,365,2,TRUE
190,4616,7,365,3,TRUE
191,4617,7,365,3,TRUE
192,4620,7,364,0,FALSE
193,4621,7,364,0,FALSE
194,4622,7,364,0,FALSE
195,4623,7,364,0,FALSE
196,4624,7,364,0,FALSE
197,4625,7,364,6,TRUE
198,4626,7,364,6,TRUE
199,4627,7,364,6,TRUE
200,4629,1360,364,6,TRUE
201,4644,1361,365,2,TRUE
202,4652,85,285,4,TRUE
203,4654,85,284,4,TRUE
204,4655,85,284,1,TRUE
205,4656,85,284,1,TRUE
208,4687,6,364,3,TRUE
209,4711,7,365,2,TRUE
210,4724,85,157,1,TRUE
211,4741,1377,365,2,TRUE
212,4758,1379,157,1,TRUE
213,4778,840,296,1,TRUE
214,4781,840,290,0,FALSE
215,4840,934,187,1,TRUE
216,4841,934,187,1,TRUE
217,4888,114,235,1,TRUE
218,4898,4,364,6,TRUE
219,4939,296,365,2,TRUE
220,4955,7,365,0,FALSE
221,4956,7,365,1,TRUE
222,4958,934,341,0,FALSE
223,4959,934,341,1,TRUE
224,4962,934,187,1,TRUE
225,4968,934,284,1,TRUE
226,4974,8,364,6,TRUE
227,4975,8,364,0,FALSE
228,4976,8,364,1,TRUE
229,4977,8,364,2,TRUE
230,4978,8,364,3,TRUE
231,4979,8,364,4,TRUE
232,4980,8,364,5,TRUE
233,5007,1239,338,0,FALSE
234,5010,934,365,1,TRUE
235,5021,796,341,0,FALSE
236,5047,934,273,0,FALSE
237,5184,1334,157,1,TRUE
238,5185,1334,157,1,TRUE
239,5195,1334,338,1,TRUE
240,5198,1388,157,0,FALSE
241,5199,1388,157,0,FALSE
242,5215,18,37,1,TRUE
243,5216,18,37,1,TRUE
244,5223,7,383,2,TRUE
245,5224,7,383,2,TRUE
246,5225,7,383,2,TRUE
247,5232,934,365,1,TRUE
248,5233,934,365,1,TRUE
249,5331,176,103,1,TRUE
250,5389,1285,157,1,TRUE
251,5390,1285,157,0,FALSE
252,5391,1285,157,1,TRUE
253,5392,1285,157,1,TRUE
254,5393,1285,157,1,TRUE
255,5395,1285,157,0,FALSE
256,5461,840,221,1,TRUE
257,5495,1334,102,1,TRUE
258,5646,728,383,5,TRUE
259,5656,923,364,6,TRUE
260,5787,96,239,1,TRUE
261,5788,96,239,1,TRUE
262,5831,1411,180,2,TRUE
263,5834,1412,120,3,TRUE
264,5835,1412,120,3,TRUE
265,5841,1417,383,1,TRUE
266,5842,1417,383,1,TRUE
267,5846,1417,365,2,TRUE
268,5867,176,365,5,TRUE
269,5878,1334,102,1,TRUE
270,5879,1334,102,0,FALSE
271,5934,1431,85,5,TRUE
272,5935,1431,85,5,TRUE
273,5936,1431,85,5,TRUE
274,5950,840,294,0,FALSE
275,6042,176,383,5,TRUE
276,6044,176,365,5,TRUE
277,6101,7,365,1,TRUE
278,6195,296,364,6,TRUE
279,6281,1456,365,2,TRUE
280,6282,1456,365,2,TRUE
281,6284,176,128,0,FALSE
282,6286,176,434,1,TRUE
283,6345,1514,129,1,TRUE
284,6348,1514,152,7,TRUE
285,6357,1492,383,5,TRUE
286,6412,1570,434,0,FALSE
287,6414,1570,365,5,TRUE
288,6419,1569,364,6,TRUE
289,6421,1569,373,1,TRUE
290,6422,1569,373,1,TRUE
291,6430,1577,383,2,TRUE
292,6434,1577,383,2,TRUE
293,6437,1577,383,2,TRUE
294,6462,1600,373,1,TRUE
295,6607,1607,373,1,TRUE
296,6608,1607,373,1,TRUE
297,6609,1607,373,0,FALSE
298,6629,1709,383,2,TRUE
299,6637,1709,373,1,TRUE
300,6844,796,365,5,TRUE
301,6845,796,365,5,TRUE
302,6962,7,365,4,TRUE
303,6988,1570,365,2,TRUE
304,7005,115,168,1,TRUE
305,7006,115,168,1,TRUE
306,7013,115,143,1,TRUE
307,7042,934,383,5,TRUE
308,7070,821,313,0,FALSE
309,7088,296,338,0,FALSE
310,7200,796,383,5,TRUE
311,7206,1783,132,1,TRUE
312,7207,1783,132,1,TRUE
313,7230,218,364,6,TRUE
314,7339,1800,102,1,TRUE
315,7643,1829,102,1,TRUE
316,7644,1829,102,0,FALSE
317,7730,1607,434,0,FALSE
318,7835,1838,401,1,TRUE
319,7836,1838,401,1,TRUE
320,7862,113,180,3,TRUE
321,7863,113,180,0,FALSE
322,7989,1451,335,3,TRUE
323,7990,1451,335,3,TRUE
324,7991,1451,335,3,TRUE
325,7992,1451,335,3,TRUE
326,7993,1451,335,3,TRUE
327,7994,1451,335,3,TRUE
328,7995,1451,335,3,TRUE
329,7998,1451,335,3,TRUE
330,7999,1451,335,3,TRUE
331,8000,1451,335,3,TRUE
332,8002,1451,335,3,TRUE
333,8003,1451,335,3,TRUE
334,8004,1451,335,3,TRUE
335,8005,1451,335,3,TRUE
336,8006,1451,335,3,TRUE
337,8007,1451,335,3,TRUE
338,8008,1451,335,3,TRUE
339,8009,1451,335,3,TRUE
340,8010,1451,335,3,TRUE
341,8011,1451,335,3,TRUE
342,8012,1451,335,3,TRUE
343,8013,1451,335,3,TRUE
344,8014,1451,335,3,TRUE
345,8015,1451,335,3,TRUE
346,8016,1451,335,3,TRUE
347,8017,1451,335,3,TRUE
348,8018,1451,335,3,TRUE
349,8019,1451,335,3,TRUE
350,8020,1451,335,3,TRUE
351,8021,1451,335,3,TRUE
352,8023,1451,335,3,TRUE
353,8024,1451,335,3,TRUE
354,8025,1451,335,3,TRUE
355,8026,1451,335,3,TRUE
356,8028,1451,335,3,TRUE
357,8029,1451,335,3,TRUE
358,8030,1451,335,3,TRUE
359,8031,1451,335,3,TRUE
360,8032,1451,335,3,TRUE
361,8033,1451,335,3,TRUE
362,8034,1451,335,3,TRUE
363,8035,1451,335,3,TRUE
364,8082,45,128,0,FALSE
365,8083,45,128,0,FALSE
366,8085,45,128,1,TRUE
367,8086,45,128,1,TRUE
368,8088,45,434,1,TRUE
369,8091,45,128,1,TRUE
370,8093,45,434,1,TRUE
371,8096,45,128,1,TRUE
372,8102,45,434,1,TRUE
373,8108,45,128,1,TRUE
374,8114,45,128,1,TRUE
375,8115,45,128,1,TRUE
376,8124,45,124,1,TRUE
377,8126,45,124,0,FALSE
378,8129,45,128,1,TRUE
379,8130,45,128,0,FALSE
380,8138,45,128,1,TRUE
381,8139,45,128,0,FALSE
382,8151,45,434,1,TRUE
383,8364,8,617,0,FALSE
384,8365,8,617,1,TRUE
385,8366,8,617,2,TRUE
386,8367,8,617,3,TRUE
387,8368,8,617,4,TRUE
388,8369,8,617,5,TRUE
389,8370,8,617,6,TRUE
390,8371,8,617,7,TRUE
391,8372,8,617,8,TRUE
392,8373,8,617,9,TRUE
393,8374,8,617,10,TRUE
394,8375,8,617,11,TRUE
395,8376,8,617,12,TRUE
396,8377,8,617,13,TRUE
397,8378,8,617,14,TRUE
398,8379,8,617,15,TRUE
399,8380,8,617,16,TRUE
400,8381,8,617,17,TRUE
401,8382,8,617,18,TRUE
402,8383,8,617,19,TRUE
403,8432,45,335,0,FALSE
404,8911,45,325,4,TRUE
405,8966,1920,373,1,TRUE
406,9219,1964,116,2,TRUE
407,9340,1990,399,1,TRUE
408,9341,1990,399,1,TRUE
409,9617,2026,39,0,FALSE
410,9718,2038,102,1,TRUE
411,9719,2038,102,0,FALSE
412,10054,2062,102,0,FALSE
413,10150,2062,335,0,FALSE
414,10152,2062,335,4,TRUE
415,10153,2062,335,2,TRUE
416,10155,2062,335,0,FALSE
417,10217,2062,586,0,FALSE
418,10292,2062,180,2,TRUE
419,10612,720,386,0,FALSE
420,10613,720,386,1,TRUE
421,10775,2011,408,1,TRUE
422,11038,50,434,0,FALSE
423,11207,796,324,1,TRUE
424,11254,50,103,0,FALSE
425,11318,2062,103,0,FALSE
426,11319,2062,103,1,TRUE
427,11321,2062,103,0,FALSE
428,11323,2062,103,1,TRUE
429,11559,2062,2,1,TRUE
430,11606,2062,184,1,TRUE
431,11607,2062,184,3,TRUE
432,11608,2062,184,3,TRUE
433,11609,2062,184,3,TRUE
434,11610,2062,184,3,TRUE
435,11611,2062,184,3,TRUE
436,11612,2062,184,3,TRUE
449,11741,1981,120,2,TRUE
452,11749,1981,121,2,TRUE
455,11758,1981,111,0,FALSE
456,11768,1981,615,0,FALSE
460,11811,1981,335,3,TRUE
461,11812,1981,335,3,TRUE
462,11813,1981,335,3,TRUE
463,12379,1881,386,0,FALSE
475,13444,2084,615,1,TRUE
476,13447,2084,615,0,FALSE
478,13881,2084,180,4,TRUE
484,15616,2113,122,4,TRUE
490,16031,276,410,0,FALSE
492,16086,2084,39,0,FALSE
437,11613,2062,184,2,TRUE
443,11625,2062,180,5,TRUE
444,11626,2062,180,5,TRUE
454,11756,1981,109,4,TRUE
466,13183,2062,6,0,FALSE
467,13187,2062,6,1,TRUE
471,13191,2062,6,3,TRUE
474,13354,2075,318,4,TRUE
480,14939,796,324,1,TRUE
483,15587,2084,408,0,FALSE
489,16011,276,410,1,TRUE
493,16087,2084,39,0,FALSE
438,11614,2062,184,2,TRUE
439,11615,2062,184,2,TRUE
440,11616,2062,184,2,TRUE
441,11617,2062,184,2,TRUE
442,11618,2062,184,2,TRUE
445,11627,2062,180,5,TRUE
447,11737,1981,113,2,TRUE
451,11747,1981,115,3,TRUE
453,11754,1981,119,4,TRUE
458,11800,1981,335,3,TRUE
470,13190,2062,6,1,TRUE
473,13292,2075,615,1,TRUE
477,13826,2084,122,1,TRUE
479,14333,2084,55,1,TRUE
491,16085,2084,53,4,TRUE
494,16088,2084,39,4,TRUE
496,16090,2084,39,0,FALSE
446,11735,1981,116,2,TRUE
448,11739,1981,122,2,TRUE
450,11744,1981,118,2,TRUE
457,11798,1981,335,3,TRUE
459,11810,1981,335,3,TRUE
464,12380,1881,386,1,TRUE
465,12495,36,374,0,FALSE
468,13188,2062,6,0,FALSE
469,13189,2062,6,2,TRUE
472,13290,2075,615,0,FALSE
481,15218,36,374,0,FALSE
482,15257,36,408,0,FALSE
485,16002,2084,53,1,TRUE
486,16003,2084,53,0,FALSE
487,16004,2084,53,2,TRUE
488,16005,2084,53,3,TRUE
495,16089,2084,39,1,TRUE
497,16202,2113,3,1,TRUE
498,16203,2113,3,1,TRUE
499,16352,2058,184,1,TRUE
500,16366,2062,180,2,TRUE
501,16367,2062,180,3,TRUE
502,16368,2062,180,1,TRUE
503,16369,2062,180,0,FALSE
504,16370,2062,180,4,TRUE
505,16371,2062,180,5,TRUE
506,16372,2062,180,4,TRUE
507,16373,2062,180,4,TRUE
508,16374,2062,180,4,TRUE
509,16375,2062,180,0,FALSE
510,16376,2062,180,0,FALSE
511,16377,2062,180,0,FALSE
512,16378,2062,180,5,TRUE
513,16379,2062,180,5,TRUE
514,16380,2062,180,4,TRUE
515,16381,2062,180,3,TRUE
516,16383,2062,184,0,FALSE
517,16384,2062,184,0,FALSE
518,16385,2062,184,0,FALSE
519,16386,2062,184,0,FALSE
520,16387,2062,184,0,FALSE
521,16388,2062,184,0,FALSE
522,16393,2062,184,1,TRUE
523,16394,2062,184,1,TRUE
524,16395,2062,184,1,TRUE
525,16396,2062,184,1,TRUE
526,16397,2062,184,1,TRUE
527,16398,2062,184,1,TRUE
528,16399,2062,184,2,TRUE
529,16400,2062,184,2,TRUE
530,16401,2062,184,2,TRUE
531,16402,2062,184,3,TRUE
532,16403,2062,184,3,TRUE
533,16404,2062,184,3,TRUE
534,16405,2062,184,3,TRUE
535,16430,2062,324,1,TRUE
536,16910,2113,6,1,TRUE
537,16951,2084,53,0,FALSE
538,17248,2084,114,0,FALSE
539,17250,2084,114,1,TRUE
540,17252,2084,114,2,TRUE
541,17606,176,39,4,TRUE
542,17609,176,39,4,TRUE
543,17617,176,39,0,FALSE
544,17622,176,39,0,FALSE
545,17625,176,39,1,TRUE
546,17793,2058,112,5,TRUE
547,18104,2084,93,0,FALSE
548,18109,2084,6,2,TRUE
549,18593,176,44,1,TRUE
550,18626,176,42,1,TRUE
551,18642,2084,180,4,TRUE
552,19232,821,315,1,TRUE
553,20235,2084,212,0,FALSE
554,20285,2084,42,4,TRUE
555,20290,2084,72,3,TRUE
556,20295,2084,177,2,TRUE
557,20540,2084,73,0,FALSE
558,20576,2084,57,2,TRUE
559,20600,2084,353,0,FALSE
560,20601,2084,342,1,TRUE
561,20630,176,353,0,FALSE
562,20633,176,342,0,FALSE
563,20660,2075,120,2,TRUE
564,20668,2075,120,3,TRUE
565,21681,276,335,0,FALSE
566,22082,36,72,0,FALSE
567,22319,2075,386,1,TRUE
568,22320,2075,374,1,TRUE
569,22321,2075,386,0,FALSE
570,22871,296,40,1,TRUE
571,23005,139,335,3,TRUE
572,25033,176,372,1,TRUE
573,25300,2075,353,0,FALSE
574,25301,2075,342,1,TRUE
575,25436,2084,93,1,TRUE
576,26257,372,434,1,TRUE
577,26260,372,128,1,TRUE
578,26921,45,372,0,FALSE
579,26924,45,410,0,FALSE
580,26926,45,372,1,TRUE
581,26929,45,410,0,FALSE
582,26930,45,375,1,TRUE
583,30084,2084,180,1,TRUE
584,30085,2084,184,1,TRUE
585,31592,4,341,1,TRUE
586,38722,5227,177,3,TRUE
587,39347,5643,120,0,FALSE
588,39804,6059,3,1,TRUE
589,40033,6209,398,0,FALSE
590,40040,7,128,0,FALSE
591,40043,7,124,1,TRUE
594,41147,4769,372,1,TRUE
596,42632,821,408,0,FALSE
592,41049,45,434,0,FALSE
593,41050,45,128,0,FALSE
595,41156,821,408,0,FALSE
597,42634,4769,408,1,TRUE
598,42635,4769,408,0,FALSE
599,42668,45,410,0,FALSE
600,43044,821,102,1,TRUE
601,43169,45,128,1,TRUE
602,43170,45,124,1,TRUE
603,43235,45,375,1,TRUE
604,43237,45,375,0,FALSE
605,43245,45,410,0,FALSE
606,43246,45,375,1,TRUE
607,43877,45,408,0,FALSE
608,43977,6992,741,1,TRUE
609,43978,6992,697,0,FALSE
610,43979,6992,741,1,TRUE
611,43980,6992,697,4,TRUE
612,43981,6992,741,1,TRUE
613,44009,7009,741,1,TRUE
614,44010,7009,697,3,TRUE
615,44112,4769,386,1,TRUE
616,44114,4769,374,0,FALSE
617,44117,4769,374,1,TRUE
618,44323,2299,375,0,FALSE
619,45723,85,726,2,TRUE
620,46747,4769,410,1,TRUE
621,46749,4769,372,0,FALSE
622,46750,4769,410,0,FALSE
623,46753,4769,374,1,TRUE
624,47228,7129,374,1,TRUE
625,47229,7129,386,1,TRUE
626,47715,7129,318,1,TRUE
627,48662,2315,410,0,FALSE
628,48665,45,375,1,TRUE
629,48666,2315,374,1,TRUE
630,48668,45,410,1,TRUE
631,48671,45,375,0,FALSE
632,48672,2315,386,0,FALSE
633,49046,45,128,0,FALSE
634,49047,45,124,1,TRUE
635,49048,45,128,1,TRUE
636,49052,45,128,0,FALSE
637,49053,45,124,1,TRUE
638,49054,45,128,1,TRUE
639,49093,2299,124,1,TRUE
640,49094,2299,128,0,FALSE
641,49240,45,374,1,TRUE
642,49246,45,128,1,TRUE
643,49248,45,124,1,TRUE
644,49250,45,128,1,TRUE
645,50670,8935,326,1,TRUE
646,50673,45,326,1,TRUE
647,50910,8935,127,1,TRUE
648,51003,8962,399,0,FALSE
649,51181,5122,133,2,TRUE
650,51183,5122,132,0,FALSE
651,52353,45,338,0,FALSE
652,57070,2084,97,1,TRUE
653,57072,2084,3,1,TRUE
654,57869,8935,102,1,TRUE
655,57870,8935,103,1,TRUE
656,57871,8935,102,0,FALSE
657,57873,8935,102,1,TRUE
658,57874,8935,103,0,FALSE
659,57875,8935,102,1,TRUE
660,58264,8,164,0,FALSE
661,58782,45,74,0,FALSE
662,58783,45,164,1,TRUE
663,58785,45,74,2,TRUE
664,58786,45,164,3,TRUE
665,58787,45,74,0,FALSE
666,58788,45,164,0,FALSE
667,58789,45,74,1,TRUE
668,58790,45,164,2,TRUE
669,58791,45,74,3,TRUE
670,58792,45,164,0,FALSE
671,58793,45,74,0,FALSE
672,58794,45,164,1,TRUE
673,58795,45,74,2,TRUE
674,58797,45,164,1,TRUE
675,58798,45,74,1,TRUE
676,58799,45,164,2,TRUE
677,58800,45,74,3,TRUE
678,58801,45,164,3,TRUE
679,58802,45,74,3,TRUE
680,58803,45,164,2,TRUE
681,58804,45,74,2,TRUE
682,58805,45,164,3,TRUE
683,58807,45,164,0,FALSE
684,58809,45,74,0,FALSE
685,58811,45,164,0,FALSE
686,58813,45,74,0,FALSE
687,58814,45,164,0,FALSE
688,58815,45,74,1,TRUE
689,58816,45,164,1,TRUE
690,58817,45,74,2,TRUE
691,58818,45,164,2,TRUE
692,58819,45,74,3,TRUE
693,58820,45,164,3,TRUE
694,59347,45,74,2,TRUE
695,59427,45,74,0,FALSE
696,59428,45,164,0,FALSE
697,59429,45,74,1,TRUE
698,59430,45,164,1,TRUE
699,59431,45,74,3,TRUE
700,59432,45,164,3,TRUE
701,59433,45,74,2,TRUE
702,59434,45,164,2,TRUE
703,59435,45,74,3,TRUE
704,59436,45,164,3,TRUE
705,60390,45,164,0,FALSE
706,60391,45,74,2,TRUE
707,60392,45,164,2,TRUE
708,60393,45,74,3,TRUE
709,60394,45,164,0,FALSE
710,60395,45,74,1,TRUE
711,60396,45,164,1,TRUE
712,61443,45,124,1,TRUE
713,61607,45,132,1,TRUE
714,61612,45,768,1,TRUE
715,62169,372,164,2,TRUE
716,62170,372,74,0,FALSE
717,62171,372,164,1,TRUE
718,62173,372,74,3,TRUE
719,62960,372,164,0,FALSE
720,62965,372,74,1,TRUE
721,62970,372,164,2,TRUE
722,62973,372,74,3,TRUE
723,63052,45,164,0,FALSE
724,63920,372,127,1,TRUE
725,65171,8920,399,0,FALSE
726,65173,8920,399,2,TRUE
727,65175,8920,399,1,TRUE
728,65212,45,74,0,FALSE
729,65214,45,164,1,TRUE
730,65215,45,74,2,TRUE
731,65216,45,164,1,TRUE
732,65218,45,74,3,TRUE
733,65219,45,164,1,TRUE
734,65220,45,74,2,TRUE
735,65221,45,164,3,TRUE
736,65222,45,74,0,FALSE
737,65232,45,164,0,FALSE
738,65233,45,74,0,FALSE
739,65235,45,164,2,TRUE
740,65236,45,74,1,TRUE
741,65238,45,164,0,FALSE
742,65243,45,74,0,FALSE
743,65250,45,164,0,FALSE
744,65252,45,74,1,TRUE
745,65253,45,164,2,TRUE
746,65254,45,74,3,TRUE
747,65255,45,164,3,TRUE
748,65256,45,74,2,TRUE
749,65257,45,164,0,FALSE
750,65258,45,74,1,TRUE
751,65259,45,164,0,FALSE
752,65294,85,164,1,TRUE
753,65306,45,74,2,TRUE
754,65311,372,74,0,FALSE
755,65313,372,74,2,TRUE
756,65314,372,74,0,FALSE
757,65315,372,164,1,TRUE
758,65379,45,164,1,TRUE
759,65382,45,74,2,TRUE
760,65383,45,164,1,TRUE
761,65419,2299,399,2,TRUE
762,65420,2299,399,0,FALSE
763,65421,2299,399,1,TRUE
764,65609,85,212,2,TRUE
765,65683,85,399,2,TRUE
766,65688,45,164,0,FALSE
767,65689,45,74,1,TRUE
768,65730,4769,326,1,TRUE
769,65731,4769,321,0,FALSE
770,65732,4769,326,1,TRUE
771,65733,4769,321,4,TRUE
772,65734,4769,326,0,FALSE
773,65740,4769,321,3,TRUE
774,65742,4769,326,0,FALSE
775,65743,4769,321,4,TRUE
776,65746,4769,326,1,TRUE
777,65747,4769,321,2,TRUE
778,65770,45,399,0,FALSE
779,65774,45,399,2,TRUE
780,65781,45,74,4,TRUE
781,65782,45,74,4,TRUE
782,65783,45,74,4,TRUE
783,65784,45,74,4,TRUE
784,65785,45,74,4,TRUE
785,65786,45,74,4,TRUE
786,65803,45,164,0,FALSE
787,65805,45,74,4,TRUE
788,65807,45,164,3,TRUE
789,65809,45,164,0,FALSE
790,65810,45,74,1,TRUE
791,65811,45,164,2,TRUE
792,65858,45,372,1,TRUE
793,65859,45,410,0,FALSE
794,65861,45,410,1,TRUE
795,65890,45,74,4,TRUE
796,65891,45,74,4,TRUE
797,65892,45,74,4,TRUE
798,65893,45,74,4,TRUE
799,65894,45,74,4,TRUE
800,65948,45,164,1,TRUE
801,65975,372,74,0,FALSE
802,66086,45,164,1,TRUE
803,66087,45,74,4,TRUE
804,66088,45,164,1,TRUE
805,66229,5122,398,1,TRUE
806,66231,5122,399,1,TRUE
807,66232,5122,399,0,FALSE
808,66233,5122,399,2,TRUE
809,66284,2315,772,1,TRUE
810,66286,8920,132,1,TRUE
811,66287,8920,772,0,FALSE
812,66289,45,132,1,TRUE
813,66294,45,132,1,TRUE
816,66298,45,132,0,FALSE
819,66303,45,772,0,FALSE
821,66307,8920,772,0,FALSE
827,66325,8920,772,1,TRUE
814,66295,45,772,0,FALSE
817,66300,45,772,0,FALSE
818,66301,45,132,0,FALSE
820,66304,45,132,1,TRUE
822,66309,8920,132,1,TRUE
815,66297,8920,772,0,FALSE
824,66316,8920,772,0,FALSE
826,66321,8920,132,0,FALSE
823,66314,8920,132,1,TRUE
825,66318,8920,132,1,TRUE
828,66330,8920,772,0,FALSE
829,66343,45,772,1,TRUE
830,66346,45,132,0,FALSE
831,66358,5282,772,0,FALSE
832,66359,5282,132,0,FALSE
833,66360,5282,772,1,TRUE
834,66361,5282,132,1,TRUE
835,66398,4769,772,0,FALSE
836,66399,4769,132,1,TRUE
837,66417,2283,772,1,TRUE
838,66420,2283,132,1,TRUE
839,66421,2283,772,1,TRUE
840,66422,2283,132,0,FALSE
841,66435,45,772,1,TRUE
842,66436,45,132,0,FALSE
843,66437,45,772,1,TRUE
844,66438,45,132,0,FALSE
845,66439,45,772,1,TRUE
846,66440,45,132,0,FALSE
847,66441,45,772,1,TRUE
848,66442,45,132,0,FALSE
849,66443,45,772,1,TRUE
850,66444,45,132,0,FALSE
851,66445,45,772,1,TRUE
852,66446,45,132,0,FALSE
853,66448,45,772,1,TRUE
